machine_type,temperature_motor,rpm,operating_mode,hours_since_maintenance,rul_hours,failure_type,estimated_repair_cost,maintenance_ratio
Pump,48.28,1276.4,normal,4.43,73.24,none,0.0,0.059671336206896554
Pump,38.21,509.0,idle,4.63,73.04,none,0.0,0.06253376553214478
Pump,63.61,1283.5,normal,4.97,72.71,none,0.0,0.06742640075973409
Pump,64.91,1275.6,normal,5.05,72.63,none,0.0,0.0685861741138123
Pump,38.05,519.5,idle,5.53,72.14,none,0.0,0.07560842220399235
Pump,47.54,1227.6,normal,5.63,72.04,none,0.0,0.07708105147864183
Pump,40.08,856.0,idle,5.67,72.01,none,0.0,0.07766059443911792
Pump,45.59,1271.3,normal,5.93,71.74,none,0.0,0.08152323343414902
Pump,41.72,528.9,idle,6.37,71.31,none,0.0,0.08809293320425944
Pump,44.82,560.2,idle,6.77,70.91,none,0.0,0.09414545960228063
Pump,55.16,1261.1,normal,7.0,70.68,none,0.0,0.09765624999999999
Pump,61.42,1252.0,normal,7.08,70.59,none,0.0,0.09889649392373236
Pump,67.55,1231.1,normal,7.28,70.39,none,0.0,0.1019750665359294
Pump,81.74,1828.7,peak,7.7,69.98,none,0.0,0.10848126232741617
Pump,41.3,506.8,idle,8.07,69.61,none,0.0,0.11428976065713073
Pump,61.89,1268.3,normal,8.23,69.44,none,0.0,0.11683702441794436
Pump,58.59,1230.4,normal,8.52,69.16,none,0.0,0.12143671607753706
Pump,62.98,1202.2,normal,8.6,69.08,none,0.0,0.12271689497716895
Pump,71.2,1893.4,peak,8.73,68.94,none,0.0,0.1248212753788962
Pump,47.59,1260.7,normal,9.07,68.61,none,0.0,0.13029737106737538
Pump,58.19,1233.4,normal,9.33,68.34,none,0.0,0.13455436977213728
Pump,49.98,1257.3,normal,9.62,68.06,none,0.0,0.13929916015059368
Pump,51.71,1263.1,normal,10.07,67.61,none,0.0,0.14677160763737065
Pump,43.36,856.0,idle,10.53,67.14,none,0.0,0.1545347813325506
Pump,82.83,1868.0,peak,10.7,66.98,none,0.0,0.15739923506913797
Pump,58.44,1231.9,normal,10.92,66.76,none,0.0,0.16115702479338842
Pump,64.41,1221.5,normal,11.23,66.44,none,0.0,0.16651838671411626
Pump,44.17,515.1,idle,11.55,66.13,none,0.0,0.17205422314911367
Pump,53.36,1259.9,normal,12.0,65.68,none,0.0,0.17996400719856026
Pump,64.95,1255.7,normal,12.13,65.54,none,0.0,0.18229636308987074
Pump,63.88,1237.4,normal,12.58,65.09,none,0.0,0.1903464972007868
Pump,43.12,511.0,idle,12.8,64.88,none,0.0,0.19429265330904677
Pump,63.63,1205.8,normal,12.87,64.81,none,0.0,0.19556298434888314
Pump,48.41,1331.6,normal,13.07,64.61,none,0.0,0.19920743789056547
Pump,54.05,1221.2,normal,13.25,64.43,none,0.0,0.2025064954913648
Pump,78.45,856.0,peak,13.5,64.18,none,0.0,0.2071187480822338
Pump,35.56,557.4,idle,13.62,64.06,none,0.0,0.20934521979711035
Pump,57.02,1282.8,normal,13.95,63.73,none,0.0,0.21551058241928012
Pump,35.88,551.7,idle,14.43,63.24,none,0.0,0.22462640099626396
Pump,37.85,530.9,idle,14.52,63.16,none,0.0,0.22630922693266833
Pump,77.35,1785.2,peak,14.98,62.69,none,0.0,0.2352017585178207
Pump,38.58,856.0,idle,15.25,62.43,none,0.0,0.2404225130064638
Pump,47.0,1284.4,normal,15.72,61.96,none,0.0,0.24968233799237613
Pump,67.43,1214.1,normal,16.07,61.61,none,0.0,0.25666826385561414
Pump,62.9,1300.0,normal,16.57,61.11,none,0.0,0.26678473675736597
Pump,50.06,1223.2,normal,16.6,61.08,none,0.0,0.2673969072164949
Pump,50.32,1205.2,normal,16.93,60.74,none,0.0,0.2742144476838354
Pump,50.06,1314.7,normal,17.17,60.51,none,0.0,0.2791416029913836
Pump,36.46,569.6,idle,17.5,60.18,none,0.0,0.28604118993135014
Pump,64.23,1307.5,normal,17.95,59.73,none,0.0,0.2955705582084637
Pump,46.18,1307.1,normal,18.07,59.61,none,0.0,0.298135621184623
Pump,59.04,1232.7,normal,18.18,59.49,none,0.0,0.3005455447181352
Pump,48.67,1295.2,normal,18.42,59.26,none,0.0,0.3056754065715234
Pump,35.82,544.6,idle,18.53,59.14,none,0.0,0.3081143997339541
Pump,82.32,1836.3,peak,18.88,58.79,none,0.0,0.3157718682053855
Pump,44.72,529.3,idle,19.37,58.31,none,0.0,0.3265891080762097
Pump,64.81,1232.2,normal,19.75,57.93,none,0.0,0.3351433904632615
Pump,44.49,500.2,idle,20.18,57.49,none,0.0,0.3450162420926654
Pump,50.06,1225.9,normal,20.27,57.41,none,0.0,0.34702961821605893
Pump,62.45,1318.4,normal,20.65,57.03,none,0.0,0.3558504221954161
Pump,36.87,532.0,idle,20.92,56.76,none,0.0,0.36218836565096957
Pump,52.04,1260.3,normal,21.37,56.31,none,0.0,0.3728843133833537
Pump,65.6,1303.3,normal,21.62,56.06,none,0.0,0.3788994041359972
Pump,42.7,505.9,idle,21.87,55.81,none,0.0,0.3849674353106847
Pump,41.43,542.9,idle,22.18,55.49,none,0.0,0.39263586475482387
Pump,44.85,530.8,idle,22.57,55.11,none,0.0,0.4022455890215648
Pump,61.84,1292.6,normal,22.62,55.06,none,0.0,0.40349625401355693
Pump,41.69,537.1,idle,23.0,54.68,none,0.0,0.4130747126436782
Pump,42.76,550.4,idle,23.22,54.46,none,0.0,0.41868012982329605
Pump,67.81,1225.1,normal,23.5,54.18,none,0.0,0.42587894164552376
Pump,42.86,569.1,idle,23.97,53.71,none,0.0,0.4381283129226832
Pump,53.51,1274.2,normal,24.37,53.31,none,0.0,0.4487203093352974
Pump,50.06,528.4,idle,24.62,53.06,none,0.0,0.45541990381058084
Pump,43.71,529.0,idle,24.67,53.01,none,0.0,0.45676726532123685
Pump,38.88,521.0,idle,24.95,52.73,none,0.0,0.4643588311930021
Pump,64.1,1268.4,normal,25.2,52.48,none,0.0,0.4712041884816754
Pump,39.89,558.1,idle,25.42,52.26,none,0.0,0.4772812617348855
Pump,36.07,553.1,idle,25.87,51.81,none,0.0,0.48986934292747586
Pump,37.41,563.8,idle,26.13,51.54,none,0.0,0.4973353635325466
Pump,35.01,522.2,idle,26.48,51.19,none,0.0,0.5073768921249282
Pump,49.57,1315.4,normal,26.65,51.03,none,0.0,0.512204497405343
Pump,41.98,554.3,idle,26.87,50.81,none,0.0,0.518625747925111
Pump,35.75,548.0,idle,27.28,50.39,none,0.0,0.530842576376727
Pump,59.49,1223.0,normal,27.45,50.23,none,0.0,0.5358188561389811
Pump,38.66,568.9,idle,27.85,49.83,none,0.0,0.5479047806413536
Pump,36.74,503.9,idle,28.28,49.39,none,0.0,0.5612224647747569
Pump,42.62,504.7,idle,28.4,49.28,none,0.0,0.5648369132856006
Pump,38.17,569.0,idle,28.82,48.86,none,0.0,0.578018451664661
Pump,43.65,544.4,idle,29.12,48.56,none,0.0,0.5875706214689266
Pump,37.62,559.4,idle,29.27,48.41,none,0.0,0.5923902044120624
Pump,57.3,1225.6,normal,29.77,47.91,none,0.0,0.6086689838478839
Pump,52.86,1288.3,normal,30.23,47.44,none,0.0,0.6240710156895128
Pump,44.13,517.2,idle,30.28,47.39,none,0.0,0.6257491217193635
Pump,67.18,1295.1,normal,30.32,47.36,none,0.0,0.6269644334160464
Pump,37.73,534.0,idle,30.45,47.23,none,0.0,0.6313497822931785
Pump,49.41,1274.6,normal,30.68,46.99,none,0.0,0.6392998541362783
Pump,50.06,856.0,normal,31.03,46.64,none,0.0,0.651343408900084
Pump,61.59,1251.3,normal,31.27,46.41,none,0.0,0.6595654925121283
Pump,35.92,550.3,idle,31.32,46.36,none,0.0,0.6613175675675675
Pump,52.11,1335.6,normal,31.75,45.93,none,0.0,0.6765395269550394
Pump,63.12,1305.7,normal,31.88,45.79,none,0.0,0.6813421671297286
Pump,62.57,1228.4,normal,32.05,45.63,none,0.0,0.6873257559511043
Pump,47.46,1288.3,normal,32.55,45.13,none,0.0,0.7056145675265553
Pump,50.06,1226.0,normal,32.95,44.73,none,0.0,0.720533566586486
Pump,47.53,1329.6,normal,33.03,44.64,none,0.0,0.7237072743207713
Pump,65.5,1332.1,normal,33.13,44.54,none,0.0,0.7274923144488362
Pump,67.98,1262.2,normal,33.62,44.06,none,0.0,0.7461162893919218
Pump,65.38,1293.5,normal,33.87,43.81,none,0.0,0.7558580673956705
Pump,50.75,1305.6,normal,34.1,43.58,none,0.0,0.7649170031404218
Pump,35.85,503.2,idle,34.27,43.41,none,0.0,0.7716730466111238
Pump,49.37,1271.3,normal,34.77,42.91,none,0.0,0.7918469596902757
Pump,61.8,856.0,normal,34.82,42.86,none,0.0,0.793889648882809
Pump,79.52,1780.9,peak,34.92,42.76,none,0.0,0.7979890310786106
Pump,61.92,1243.4,normal,35.37,42.31,none,0.0,0.8166705148926344
Pump,51.91,1324.3,normal,35.45,42.23,none,0.0,0.8200323849178812
Pump,37.4,505.4,idle,35.5,42.18,none,0.0,0.8221398795738768
Pump,44.23,518.9,idle,35.68,41.99,none,0.0,0.8299604559199814
Pump,50.96,1242.6,normal,36.18,41.49,none,0.0,0.851494469286891
Pump,65.1,1287.5,normal,36.47,41.21,none,0.0,0.8640132669983416
Pump,64.82,1312.1,normal,36.78,40.89,none,0.0,0.8780138457865839
Pump,48.05,1325.2,normal,36.98,40.69,none,0.0,0.8870232669704965
Pump,56.12,1293.7,normal,37.28,40.39,none,0.0,0.900700652331481
Pump,64.29,1347.8,normal,37.57,40.11,none,0.0,0.9138895645828266
Pump,52.72,1299.1,normal,37.87,39.81,none,0.0,0.9279588336192108
Pump,50.67,1342.5,normal,38.33,39.34,none,0.0,0.9501735250371838
Pump,61.55,1248.1,normal,38.5,39.18,none,0.0,0.9581881533101045
Pump,44.65,514.2,idle,38.98,38.69,none,0.0,0.982111363063744
Pump,46.4,1322.0,normal,39.27,38.41,none,0.0,0.9964476021314389
Pump,60.2,1219.2,normal,39.47,38.21,none,0.0,1.006630961489416
Pump,40.24,519.7,idle,39.68,37.99,none,0.0,1.0176968453449602
Pump,63.78,1343.5,normal,40.07,37.61,none,0.0,1.037814037814038
Pump,51.98,1206.6,normal,40.5,37.18,none,0.0,1.0607647983237296
Pump,50.06,1248.1,normal,40.98,36.69,none,0.0,1.087291058636243
Pump,48.64,1237.9,normal,41.42,36.26,none,0.0,1.1116478797638218
Pump,37.1,552.9,idle,41.78,35.89,none,0.0,1.1325562483057738
Pump,73.46,1866.5,peak,42.17,35.51,none,0.0,1.1550260202684197
Pump,67.39,1268.9,normal,42.52,35.16,none,0.0,1.1758849557522126
Pump,74.21,1754.6,peak,42.75,34.93,none,0.0,1.1898135263011411
Pump,51.47,1321.8,normal,43.08,34.59,none,0.0,1.2104523742624331
Pump,64.79,1306.5,normal,43.35,34.33,none,0.0,1.2270025474101331
Pump,55.81,1340.6,normal,43.68,33.99,none,0.0,1.2483566733352385
Pump,50.1,1261.0,normal,44.07,33.61,none,0.0,1.2733314071077724
Pump,50.06,1871.2,peak,44.2,33.48,none,0.0,1.2819025522041765
Pump,74.95,1873.3,peak,44.45,33.23,none,0.0,1.2985685071574644
Pump,74.37,856.0,peak,44.65,33.03,none,0.0,1.3120775786071113
Pump,54.44,1341.9,normal,44.68,32.99,none,0.0,1.3145042659605766
Pump,56.1,1295.7,normal,44.73,32.94,none,0.0,1.317913965822039
Pump,48.63,1317.0,normal,45.22,32.46,none,0.0,1.3514644351464435
Pump,40.04,561.0,idle,45.25,32.43,none,0.0,1.3535746335626684
Pump,45.56,1338.6,normal,45.53,32.14,none,0.0,1.3738684369342185
Pump,43.04,505.8,idle,45.67,32.01,none,0.0,1.3835201454104817
Pump,44.54,561.2,idle,45.85,31.83,none,0.0,1.3965884861407252
Pump,59.87,1259.6,normal,46.15,31.53,none,0.0,1.4186904395942206
Pump,36.45,518.3,idle,46.3,31.38,none,0.0,1.4298949969116739
Pump,35.12,551.2,idle,46.52,31.16,none,0.0,1.4465174129353235
Pump,39.1,552.5,idle,47.0,30.68,none,0.0,1.4835858585858586
Pump,36.28,543.2,idle,47.38,30.29,none,0.0,1.514221796100991
Pump,44.04,553.0,idle,47.55,30.13,none,0.0,1.527465467394796
Pump,37.02,529.5,idle,47.85,29.83,none,0.0,1.5520596821277977
Pump,46.97,1328.1,normal,47.93,29.74,none,0.0,1.559206245933637
Pump,43.68,505.4,idle,48.4,29.28,none,0.0,1.5984147952443857
Pump,35.72,558.5,idle,48.85,28.83,none,0.0,1.6376131411330876
Pump,39.69,538.5,idle,49.0,28.68,none,0.0,1.650943396226415
Pump,43.31,540.3,idle,49.28,28.39,none,0.0,1.6767608029942158
Pump,41.36,522.6,idle,49.63,28.04,none,0.0,1.7090220385674932
Pump,64.44,1236.5,normal,49.8,27.88,none,0.0,1.724376731301939
Pump,39.8,539.1,idle,50.12,27.56,none,0.0,1.7549019607843137
Pump,65.41,1288.0,normal,50.32,27.36,none,0.0,1.7743300423131172
Pump,37.86,554.2,idle,50.35,27.33,none,0.0,1.7772679138722205
Pump,38.03,563.9,idle,50.72,26.96,none,0.0,1.8140200286123032
Pump,41.17,536.9,idle,50.93,26.74,none,0.0,1.8359769286229273
Pump,42.82,528.2,idle,51.4,26.28,none,0.0,1.8841642228739002
Pump,50.06,517.1,idle,51.75,25.93,none,0.0,1.921648718900854
Pump,38.75,549.5,idle,51.97,25.71,none,0.0,1.945713216023961
Pump,43.36,528.8,idle,52.33,25.34,none,0.0,1.986712224753227
Pump,43.02,530.6,idle,52.68,24.99,none,0.0,2.026933435936899
Pump,35.31,552.1,idle,52.82,24.86,none,0.0,2.0425367362722353
Pump,51.58,1230.2,normal,53.28,24.39,none,0.0,2.0984639621898387
Pump,43.76,506.9,idle,53.5,24.18,none,0.0,2.124702144559174
Pump,71.86,1856.5,peak,53.67,24.01,none,0.0,2.1459416233506596
Pump,65.87,1276.6,normal,53.7,23.98,none,0.0,2.1497197758206568
Pump,41.44,516.3,idle,53.78,23.89,none,0.0,2.1607071112896747
Pump,38.13,548.1,idle,54.23,23.44,none,0.0,2.218903436988543
Pump,55.32,1222.5,normal,54.62,23.06,none,0.0,2.270157938487116
Pump,46.72,1312.9,normal,54.65,23.03,none,0.0,2.274240532667499
Pump,66.62,1288.1,normal,55.02,22.66,none,0.0,2.3254437869822486
Pump,78.21,1762.1,peak,55.33,22.34,none,0.0,2.3706083976006855
Pump,51.64,1306.9,normal,55.37,22.31,none,0.0,2.3753753753753752
Pump,79.75,1854.2,peak,55.75,21.93,none,0.0,2.431312690798081
Pump,41.22,561.3,idle,55.8,21.88,none,0.0,2.4388111888111887
Pump,84.84,1889.2,peak,56.03,21.64,none,0.0,2.47482332155477
Pump,55.83,1223.7,normal,56.08,21.59,none,0.0,2.482514386896857
Pump,38.18,546.9,idle,56.53,21.14,none,0.0,2.553297199638663
Pump,82.56,1852.6,peak,56.58,21.09,none,0.0,2.5613399728383883
Pump,59.57,1244.4,normal,56.88,20.79,none,0.0,2.6103717301514457
Pump,54.23,1341.5,normal,57.18,20.49,none,0.0,2.660772452303397
Pump,65.79,1290.6,normal,57.47,20.21,none,0.0,2.7095709570957096
Pump,41.87,540.8,idle,57.8,19.88,none,0.0,2.768199233716475
Pump,65.05,1316.2,normal,57.9,19.78,none,0.0,2.7863330125120305
Pump,38.97,524.3,idle,58.27,19.41,none,0.0,2.8549730524252817
Pump,58.01,1307.5,normal,58.73,18.94,none,0.0,2.945336008024072
Pump,48.44,1344.0,normal,59.05,18.63,none,0.0,3.0081507896077433
Pump,50.06,1297.6,normal,59.43,18.24,none,0.0,3.088877338877339
Pump,55.87,1293.5,normal,59.53,18.14,none,0.0,3.110240334378265
Pump,49.56,1308.2,normal,59.63,18.04,none,0.0,3.131827731092437
Pump,54.05,1258.6,normal,59.72,17.96,none,0.0,3.1497890295358646
Pump,53.58,1214.7,normal,59.93,17.74,none,0.0,3.197972251867663
Pump,44.0,542.3,idle,60.18,17.49,none,0.0,3.254732287723094
Pump,38.86,528.6,idle,60.57,17.11,none,0.0,3.3445610160132526
Pump,66.33,1239.9,normal,60.77,16.91,none,0.0,3.3930764935790063
Pump,57.29,1236.0,normal,61.07,16.61,none,0.0,3.467915956842703
Pump,41.56,561.6,idle,61.48,16.19,none,0.0,3.5764979639325185
Pump,58.82,1256.4,normal,61.97,15.71,none,0.0,3.7085577498503888
Pump,63.48,1245.0,normal,62.23,15.44,none,0.0,3.7852798053527983
Pump,47.42,1299.0,normal,62.43,15.24,none,0.0,3.844211822660098
Pump,57.1,1237.6,normal,62.62,15.06,none,0.0,3.899128268991282
Pump,66.74,1302.5,normal,63.03,14.64,none,0.0,4.03005115089514
Pump,42.95,525.4,idle,63.23,14.44,none,0.0,4.09520725388601
Pump,43.54,567.5,idle,63.33,14.34,none,0.0,4.1284224250325945
Pump,63.17,1218.8,normal,63.73,13.94,none,0.0,4.265729585006693
Pump,54.45,1229.2,normal,63.93,13.74,none,0.0,4.337177747625509
Pump,62.06,1265.1,normal,64.18,13.49,none,0.0,4.429261559696343
Pump,49.63,1342.0,normal,64.63,13.04,none,0.0,4.603276353276353
Pump,50.06,1819.9,peak,65.07,12.61,none,0.0,4.7810433504775895
Pump,46.51,1333.0,normal,65.27,12.41,none,0.0,4.867263236390753
Pump,59.22,1293.2,normal,65.32,12.36,none,0.0,4.889221556886227
Pump,60.13,1271.0,normal,65.7,11.98,none,0.0,5.061633281972265
Pump,55.99,1204.1,normal,65.9,11.78,none,0.0,5.156494522691706
Pump,48.92,1284.2,normal,66.17,11.51,none,0.0,5.289368505195844
Pump,52.39,1323.8,normal,66.33,11.34,none,0.0,5.375202593192869
Pump,51.5,1231.0,normal,66.55,11.13,none,0.0,5.486397361912613
Pump,54.36,1291.7,normal,66.65,11.03,none,0.0,5.540315876974232
Pump,45.37,1286.5,normal,67.13,10.54,none,0.0,5.817157712305026
Pump,52.08,1213.2,normal,67.58,10.09,none,0.0,6.093778178539225
Pump,62.22,1319.1,normal,67.93,9.74,none,0.0,6.324953445065177
Pump,67.77,1323.3,normal,68.33,9.34,none,0.0,6.608317214700193
Pump,67.85,1256.4,normal,68.55,9.13,none,0.0,6.767028627838104
Pump,65.25,1249.1,normal,69.02,8.66,none,0.0,7.144927536231884
Pump,63.26,1300.4,normal,69.27,8.41,none,0.0,7.361317747077576
Pump,35.83,545.6,idle,69.68,7.99,none,0.0,7.750834260289211
Pump,38.37,567.7,idle,69.93,7.74,none,0.0,8.001144164759726
Pump,42.59,558.2,idle,70.13,7.54,none,0.0,8.211943793911008
Pump,37.56,563.4,idle,70.42,7.26,none,0.0,8.52542372881356
Pump,39.88,546.0,idle,70.75,6.93,none,0.0,8.921815889029004
Pump,38.24,535.2,idle,70.87,6.81,none,0.0,9.074263764404611
Pump,38.72,514.3,idle,71.03,6.64,none,0.0,9.297120418848168
Pump,44.66,562.2,idle,71.27,6.41,none,0.0,9.618083670715249
Pump,66.7,1314.6,normal,71.7,5.98,none,0.0,10.272206303724928
Pump,36.01,546.1,idle,72.08,5.59,none,0.0,10.937784522003035
Pump,44.41,515.3,idle,72.53,5.14,none,0.0,11.81270358306189
Pump,61.84,1253.7,normal,72.75,4.93,none,0.0,12.268128161888702
Pump,36.8,554.6,idle,72.88,4.79,none,0.0,12.587219343696027
Pump,43.68,563.0,idle,73.25,4.43,none,0.0,13.48987108655617
Pump,48.82,1207.0,normal,73.43,4.24,none,0.0,14.013358778625955
Pump,39.24,553.6,idle,73.58,4.09,none,0.0,14.455795677799607
Pump,54.06,1345.2,normal,73.93,3.74,none,0.0,15.59704641350211
Pump,67.74,1272.8,normal,74.15,3.53,none,0.0,16.368653421633557
Pump,40.34,527.6,idle,74.23,3.44,none,0.0,16.718468468468473
Pump,41.22,543.7,idle,74.62,3.06,none,0.0,18.379310344827584
Pump,35.23,542.1,idle,75.0,2.68,none,0.0,20.380434782608695
Pump,36.42,545.2,idle,75.43,2.24,none,0.0,23.280864197530864
Pump,44.19,513.3,idle,75.75,1.93,none,0.0,25.853242320819117
Pump,43.74,546.1,idle,76.18,1.49,none,0.0,30.59437751004016
Pump,41.24,553.9,idle,76.6,1.08,none,0.0,36.82692307692307
Pump,37.74,510.2,idle,76.85,0.83,none,0.0,41.99453551912568
Pump,36.61,566.4,idle,76.98,0.69,none,0.0,45.55029585798817
Pump,39.67,548.5,idle,77.18,0.5,none,0.0,51.45333333333334
Pump,41.28,550.5,idle,77.62,0.5,none,0.0,51.74666666666667
Pump,56.34,1244.4,normal,77.95,0.5,none,0.0,51.96666666666667
Pump,59.73,1226.5,normal,78.18,0.5,none,0.0,52.120000000000005
Pump,77.0,1784.9,peak,78.62,0.5,none,0.0,52.413333333333334
Pump,36.45,552.5,idle,78.77,0.5,none,0.0,52.51333333333333
Pump,47.21,1316.7,normal,79.02,0.5,none,0.0,52.68
Pump,55.4,1213.0,normal,79.52,47.86,none,0.0,1.627507163323782
Pump,67.79,1316.4,normal,79.73,47.65,none,0.0,1.6388489208633095
Pump,50.06,1324.7,normal,79.8,47.58,none,0.0,1.6426512968299711
Pump,55.29,1334.3,normal,80.23,47.15,none,0.0,1.666251298026999
Pump,52.59,1261.1,normal,80.3,47.08,none,0.0,1.6701331114808653
Pump,54.88,1217.8,normal,80.42,46.96,none,0.0,1.676814011676397
Pump,51.63,1208.1,normal,80.47,46.91,none,0.0,1.6796075975787936
Pump,40.45,500.3,idle,80.85,46.53,none,0.0,1.7010309278350513
Pump,82.53,1880.3,peak,80.98,46.4,none,0.0,1.708438818565401
Pump,67.63,1283.7,normal,81.27,46.11,none,0.0,1.7251114413075779
Pump,42.62,504.8,idle,81.3,46.08,none,0.0,1.7268479184367034
Pump,57.54,1263.7,normal,81.62,45.76,none,0.0,1.7455089820359284
Pump,77.28,1865.2,peak,81.73,45.65,none,0.0,1.751982851018221
Pump,67.21,1296.1,normal,81.8,45.58,none,0.0,1.7561185057964792
Pump,50.06,1276.8,normal,82.1,45.28,none,0.0,1.7739844425237683
Pump,61.81,1253.0,normal,82.37,45.01,none,0.0,1.7902629863073247
Pump,44.29,505.2,idle,82.62,44.76,none,0.0,1.8055069930069931
Pump,38.26,512.5,idle,82.77,44.61,none,0.0,1.8147336110502081
Pump,40.28,517.7,idle,83.23,44.15,none,0.0,1.8434108527131785
Pump,50.06,1313.7,normal,83.55,43.83,none,0.0,1.8637073388356011
Pump,63.21,1191.4,normal,83.62,43.76,none,0.0,1.8681858802502236
Pump,53.78,1277.6,normal,84.05,43.33,none,0.0,1.8960072185878638
Pump,55.93,1285.0,normal,84.22,43.16,none,0.0,1.9071557971014494
Pump,64.45,1248.1,normal,84.4,42.98,none,0.0,1.9190541155070489
Pump,61.16,1231.1,normal,84.67,42.71,none,0.0,1.9370853351635782
Pump,39.12,558.7,idle,85.05,42.33,none,0.0,1.962843295638126
Pump,36.37,536.6,idle,85.4,41.98,none,0.0,1.9869706840390882
Pump,54.82,1193.0,normal,85.67,41.71,none,0.0,2.0058534301100446
Pump,62.16,1319.8,normal,85.97,41.41,none,0.0,2.0271162461683567
Pump,54.01,1277.4,normal,86.25,41.13,none,0.0,2.047234749584619
Pump,46.58,1186.4,normal,86.42,40.96,none,0.0,2.059580552907531
Pump,49.23,1238.4,normal,86.65,40.73,none,0.0,2.076443805415768
Pump,81.59,1836.5,peak,86.83,40.55,none,0.0,2.089771359807461
Pump,62.26,1252.8,normal,87.3,40.08,none,0.0,2.1251217137293086
Pump,61.33,1272.4,normal,87.63,39.75,none,0.0,2.1504294478527606
Pump,41.17,494.4,idle,87.7,39.68,none,0.0,2.155850540806293
Pump,53.03,1206.7,normal,87.95,39.43,none,0.0,2.175364828097947
Pump,56.15,1311.8,normal,88.08,39.3,none,0.0,2.1856079404466504
Pump,51.28,1231.9,normal,88.18,39.2,none,0.0,2.1935323383084575
Pump,43.58,489.5,idle,88.52,38.86,none,0.0,2.2207727044656296
Pump,36.61,495.0,idle,88.85,38.53,none,0.0,2.247660005059448
Pump,47.69,1239.8,normal,89.18,38.2,none,0.0,2.275
Pump,64.23,1306.8,normal,89.63,37.75,none,0.0,2.313032258064516
Pump,39.32,516.1,idle,89.72,37.66,none,0.0,2.3207449560269016
Pump,50.15,1177.2,normal,90.18,37.2,none,0.0,2.3607329842931937
Pump,54.05,1272.3,normal,90.28,37.1,none,0.0,2.369553805774278
Pump,72.92,1801.1,peak,90.65,36.73,none,0.0,2.402597402597403
Pump,62.02,1234.1,normal,90.82,36.56,none,0.0,2.4179978700745473
Pump,86.3,1730.7,peak,90.93,36.45,none,0.0,2.42803738317757
Pump,60.92,1181.6,normal,91.07,36.31,none,0.0,2.440900562851782
Pump,64.8,1193.7,normal,91.5,35.88,none,0.0,2.4810195227765726
Pump,44.69,513.2,idle,91.88,35.5,none,0.0,2.5172602739726027
Pump,49.65,1306.6,normal,92.13,35.25,none,0.0,2.54151724137931
Pump,82.68,1713.0,peak,92.63,34.75,none,0.0,2.591048951048951
Pump,67.56,1278.3,normal,92.92,34.46,none,0.0,2.620417371686407
Pump,39.67,500.4,idle,93.08,34.3,none,0.0,2.636827195467422
Pump,42.06,521.6,idle,93.32,34.06,none,0.0,2.6617227609811747
Pump,46.08,510.7,idle,93.52,33.86,none,0.0,2.682730923694779
Pump,45.42,537.6,idle,93.75,33.63,none,0.0,2.7071902974299737
Pump,65.95,1264.7,normal,94.2,33.18,none,0.0,2.755997659449971
Pump,44.35,536.3,idle,94.47,32.91,none,0.0,2.7859038631672077
Pump,46.49,515.4,idle,94.5,32.88,none,0.0,2.789256198347107
Pump,39.97,487.2,idle,94.57,32.81,none,0.0,2.797101449275362
Pump,38.87,537.1,idle,94.8,32.58,none,0.0,2.823108993448481
Pump,39.05,509.3,idle,95.05,32.33,none,0.0,2.8517851785178516
Pump,39.99,482.3,idle,95.4,31.98,none,0.0,2.892662219526986
Pump,40.5,546.7,idle,95.55,31.83,none,0.0,2.91044776119403
Pump,42.94,531.2,idle,95.8,31.58,none,0.0,2.9404542664211175
Pump,45.69,514.9,idle,96.02,31.36,none,0.0,2.9672435105067985
Pump,39.3,856.0,idle,96.18,31.2,none,0.0,2.9869565217391303
Pump,44.44,496.1,idle,96.28,31.1,none,0.0,2.9993769470404983
Pump,47.37,493.7,idle,96.53,30.85,none,0.0,3.0307692307692307
Pump,50.06,1256.2,normal,96.62,30.76,none,0.0,3.042191435768262
Pump,43.96,514.3,idle,96.77,30.61,none,0.0,3.061372983233154
Pump,38.73,504.4,idle,96.83,30.55,none,0.0,3.069096671949287
Pump,63.77,1160.1,normal,97.22,30.16,none,0.0,3.1200256739409498
Pump,40.82,490.3,idle,97.42,29.96,none,0.0,3.146640826873385
Pump,46.88,534.0,idle,97.57,29.81,none,0.0,3.166828951639078
Pump,50.06,499.0,idle,97.88,29.5,none,0.0,3.2091803278688524
Pump,43.34,533.2,idle,98.25,29.13,none,0.0,3.2608695652173916
Pump,46.24,509.5,idle,98.37,29.01,none,0.0,3.2779073642119294
Pump,62.83,1184.5,normal,98.67,28.71,none,0.0,3.321104005385392
Pump,38.89,535.4,idle,98.92,28.46,none,0.0,3.3577732518669383
Pump,51.17,1230.5,normal,99.03,28.35,none,0.0,3.374105621805792
Pump,50.06,535.4,idle,99.43,27.95,none,0.0,3.4345423143350606
Pump,46.24,537.7,idle,99.53,27.85,none,0.0,3.449913344887348
Pump,46.76,524.0,idle,99.57,27.81,none,0.0,3.4560916348490105
Pump,46.1,496.3,idle,99.98,27.4,none,0.0,3.520422535211268
Pump,45.94,533.4,idle,100.05,27.33,none,0.0,3.5315919519943524
Pump,43.92,484.1,idle,100.1,27.28,none,0.0,3.539603960396039
Pump,41.7,493.1,idle,100.17,27.21,none,0.0,3.5508684863523574
Pump,40.3,506.3,idle,100.67,26.71,none,0.0,3.632984482136413
